nThreads, rep, MatrixName, NRows, NCol, NZ, k, hackSize, time, err_rel, speedup, bandwidth, GFLOPS
0, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000003, 14.859458, 0.165291, 0.836625, 21.806049
0, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000003, 14.859458, 0.164764, 0.841617, 21.936158
0, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000003, 14.859458, 0.176156, 0.820087, 21.375001
0, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000003, 14.859458, 0.163618, 0.832674, 21.703070
0, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000003, 14.859458, 0.165814, 0.853844, 22.254843
0, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000003, 14.859458, 0.169477, 0.837619, 21.831948
0, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000003, 14.859458, 0.168505, 0.838615, 21.857907
0, 9, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000003, 14.859458, 0.172046, 0.838615, 21.857907
0, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000003, 13.479794, 0.382350, 1.044703, 34.618642
0, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000003, 13.479794, 0.265340, 1.052633, 34.881404
0, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000003, 13.479794, 0.271230, 1.055638, 34.980971
0, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000003, 13.479794, 0.266474, 1.050639, 34.815341
0, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000003, 13.479794, 0.266655, 1.050639, 34.815341
0, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000003, 13.479794, 0.281522, 1.048653, 34.749527
0, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000003, 13.479794, 0.261407, 1.034958, 34.295709
0, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000003, 13.479794, 0.267923, 1.056643, 35.014287
0, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000003, 13.479794, 0.288229, 1.052633, 34.881404
0, 9, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000003, 13.479794, 0.261877, 1.063734, 35.249280
0, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000004, 12.050946, 0.476330, 1.179793, 42.983243
0, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000004, 12.050946, 0.335531, 1.178875, 42.949766
0, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000004, 12.050946, 0.344880, 1.167059, 42.519276
0, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000004, 12.050946, 0.313929, 1.117928, 40.729322
0, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000004, 12.050946, 0.373519, 1.145855, 41.746781
0, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000004, 12.050946, 0.328841, 1.191870, 43.423228
0, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000004, 12.050946, 0.319192, 1.133839, 41.308988
0, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000004, 12.050946, 0.331164, 1.189996, 43.354952
0, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000004, 12.050946, 0.354664, 1.119582, 40.789569
0, 9, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000004, 12.050946, 0.322250, 1.158129, 42.193954
0, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000004, 18.814125, 0.684749, 1.614373, 61.893941
0, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000004, 18.814125, 0.473745, 1.607607, 61.634535
0, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000004, 18.814125, 0.474657, 1.621196, 62.155534
0, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000004, 18.814125, 0.472587, 1.600897, 61.377293
0, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000004, 18.814125, 0.473953, 1.614373, 61.893941
0, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000004, 18.814125, 0.480989, 1.619827, 62.103038
0, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000004, 18.814125, 0.421654, 1.442011, 55.285714
0, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000004, 18.814125, 0.483568, 1.608956, 61.686242
0, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000004, 18.814125, 0.484568, 1.621196, 62.155534
